# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
MV;Arla Foods Deutschland GmbH - Niederlassung Upahl;Meiereiweg 1;23936 Upahl;MV 006; ;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;
MV;DMK Deutsches Milchkontor GmbH - Werk Bergen;Gingster Chaussee 3;18528 Bergen auf Rügen;MV 017; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
MV;Inselkäserei Usedom Steffen Schultze;Welzin 30;17406 Usedom;MV 002; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
MV;Kunst & Käse - Feine Ziegenkäsemanufaktur Ute Rohrbeck;Hauptstraße 18;19205 Rögnitz;MV 012; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
MV;Marlin Seafood GmbH & Co. KG;Am Heisterbusch 10;19246 Lüttow-Valluhn;MV-EFB 014; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
MV;Müritz-Milch GmbH;Ernst-Alban-Straße 11;17192 Waren (Müritz);MV 024; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
MV;Nordgut Käsewerk Hoffmann & Co. KG;Neustädter Straße 2;19306 Blievenstorf;MV 005; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
MV;Fabrikschiff - ROS 785 'Helen Mary' Oderbank Hochseefischerei GmbH;Im Fährhafen Sassnitz - Heimathafen Rostock - ;18546 Sassnitz / Neu Mukran;MV-EFS 008; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Heimathafen Rostock;;;;
MV;Pisedeer Marken-Ei GmbH;Pisede 11;17139 Malchin;MV-EP 003; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
MV;Ostsee-Molkerei Wismar GmbH;Molkereistraße 1;23970 Wismar;MV 009; ;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;
MV;Rügen Fisch AG;Straße der Jugend 10;18546 Sassnitz;MV-EFB 008; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
MV;Schwaaner Fischwaren GmbH;Niendorfer Chaussee 2;18258 Schwaan;MV-EFB 013; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
MV;Wismar Fisch-Feinkost GmbH;Alter Holzhafen 33;23966 Wismar;MV-EFB 016; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
MV;Zentralkäserei Mecklenburg-Vorpommern GmbH;Am Bahndamm 7  17159 7;17159 Dargun;MV 029; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Andreas Papakos Naturdärme;Zur Hase 4;49632 Essen (Oldenburg);;NI 12345;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
NI;Arian Naturdärme GmbH;Saarbrückener Straße 36;38116 Braunschweig;EV 11-004 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
NI;B & R Henke Fleisch GmbH;Große Straße 39;49451 Holdorf;EZ 666;NI 11666;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Die Zulassungsnummer EZ 666 darf der Betrieb parallel bis zum 31.12.2013 weiterverwenden;;;;
NI;Barteroder Feinkost GmbH;An der Auschnippe 1;37139 Barterode;EV 1637;NI 37139;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Bernd Kathmann Fleischgroßhandel GmbH;Alter Mühlenweg 5;49413 Dinklage;EZ 676; ;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Bley Fleisch- und Wurstwaren GmbH;Industriestraße 25;26188 Edewecht;EV 1558;NI 11558;;;;;;;;;;;;;;B, C, O, P, L, A, fG, R, wA, wL, wU, wG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Börner-Eisenacher GmbH;Robert-Bosch-Breite 5;37079 Göttingen;EV 131; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brennecke Harzer Wurstwaren GmbH;Posthof 8;38704 Liebenburg;;NI 11495;;;X;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Alte Zulassungsnummer gültig bis 31.03.2013;;;;
NI;Cappelner Tiefkühlfeinkost Produktions GmbH;Heinrich-Beckermann-Straße 8;49692 Cappeln (Oldenburg);EV 840; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Carl von Michalkowski GmbH & Co. KG;Hollener Straße 11;26215 Wiefelstede;EV 11-038 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
NI;Celler Fleisch- Handel GmbH;Wernerusstraße 43;29227 Celle;EZ 723; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;CSM Deutschland GmbH;Bremer Feld 1-4;27749 Delmenhorst;NI 085, EV 1042; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, C, O, S;;;;;;;;;;;;;;;;;;
NI;DaBe Geflügelschlachterei GmbH;Telgensand 33;49661 Cloppenburg;ESG 89;NI 11089;;;;;;;L, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Dahlhoff Feinkost GmbH;Neufelder Straße 16;27472 Cuxhaven;NI-EFB 401, NI-EV 408; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
HH;ARIANA - Natur Därme;Lagerstraße 11;20357 Hamburg;EV 11-023 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
HH;August Quast, Wurstwaren;Tiefenstraße 1;21129 Hamburg;HH-EV 101; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Dachser GmbH & Co. KG;Wilhelm-Iwan-Ring 21;21035 Hamburg;HH-EK 1; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Dohr GmbH & Co. KG;Sorbenstraße 1;20537 Hamburg;EV 11-020 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
HH;Ewald Neitsch Fleischwarenfabrik GmbH;Sternstraße 102;20357 Hamburg;HH-EV 103; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brinke & Company GmbH;Rondenbarg 25;22525 Hamburg;;HH 00049;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
HH;Finkenwerder Fleisch-Wurstwaren;Rüschweg 19;21129 Hamburg;EZ 1238; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Beisser GmbH;Ellerholzdamm 46;20457 Hamburg;;HH 00047;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Heidjerkaten-Fleischwaren Uwe Kohlhase;Winsener Stieg 1;21079 Hamburg;HH-EV 102; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Jupiter-Repen GmbH & Co. KG;Stegerwaldring 25;22119 Hamburg;HH-EZ 919, HH-EV 105; ;;;;;;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;KOKA Verwaltung GmbH;Gustav-Kunst-Straße 14;20539 Hamburg;HH-EUZ 4; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Kühltransit GmbH & Co. KG;Nehlsstraße 12;20457 Hamburg;EK 219; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Laackmann GmbH;Lagerstraße 17;20357 Hamburg;HH-EZ 12; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Lippeck & Richter Fleischgroßmarkt;Lagerstraße 11;20357 Hamburg;EZ 1166; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;MUK Logistik GmbH; ;00000 Hamburg;HH-EUZ 7; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;MUK Logistik GmbH;Rondenbarg 25;22525 Hamburg;EK 59, HH-EUZ 8; ;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Nordfrost Kühl- und Lagerhaus GmbH & Co. KG;Bredowstraße 21;22113 Hamburg;EK 95; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Peter Paulsen, Import-Export GmbH & Co. Handels KG;Hammerbrookstraße 47;20097 Hamburg;HH-EZ 19, HH-EZG 19; ;;;;;;S, B, C, O, P;;A, L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Pohl & Söhne;Lagerstraße 17;20357 Hamburg;HH-EZ 10; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Rud. Kanzow GmbH & Co. KG;Trettaustraße 22;21107 Hamburg;EK 1083; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;W. Delventhal;Fritz-Stoffert-Straße 3;21029 Hamburg;EV 11-028 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
HH;A. Schmidt & Co. GmbH;Billstraße 174;20539 Hamburg;HH 002; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
HH;Atlantic-Frost GmbH;Hovestraße 72;20539 Hamburg;HH-EFU 104; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Behr, Wunderlich & Co. (GmbH & Co.KG) / BEWUCO Rohstoff Handels GmbH & Co. KG;Gertrudenkirchhof 10;20095 Hamburg;HH-EP 001; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BY;Oppel GmbH & Co. Speditions-KG;Liebigstraße 1;91522 Ansbach;EK 1327; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Otto Nocker GmbH;Hauptstraße 2;87656 Germaringen;;BY 77100;;;;;;B, P;;A;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;PHW OHG Prima Hausmacher Wurstwaren;Gewerbegebiet Nord 20;97215 Uffenheim;EV 322; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Hunter Wild GmbH;Rößlerhofweg 6;94036 Passau;;BY 21201;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Ponnath GmbH & Co.;Bayreuther Straße 40;95478 Kemnath;EV 330, EV 330; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;Canada(VI,PP);
BY;Regionalschlachthof Bayerischer Wald - Inh. Günther Krompaß;Schlachthofstraße 8-10;94227 Zwiesel;;BY 21375;;;;;B, O, P;B, O, P;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Röwe GmbH;Siegelsdorfer Straße 42a;90768 Fürth;EZ 1048; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Salomon Hitburger GmbH;Nordring 13;63762 Großostheim;EHK 1471, EV 1471; ;;;;;;;;;;;;;;S, B, P, C, O;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Schlacht- und Viehhof Betriebsgenossenschaft e. G., Fleischzentrum Hof;Hohe Straße 20;95030 Hof;ES 394; ;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Schlachthof Augsburg GmbH & Co. KG;Proviantbachstraße 3c;86153 Augsburg;;BY 77715;;;;;B, P;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Schlachthof Passau GmbH;Schaldinger Straße 6;94036 Passau;ES 57; ;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Schlegel Frischfleisch GmbH;Lichtenfelser Straße 1-3;90427 Nürnberg;EZ 413; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Schwabenfrost Tiefkühlhaus Memmingen;Schlachthofstraße 35;87700 Memmingen;EK 251; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Firma Sibein Fleisch GmbH;Scheelestraße 18;85053 Ingolstadt;BY EZ 103; ;;;;;;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Staatliche Lehr-, Versuchs- und Prüfungsanstalt für Tierhaltung;Stadtschwarzacher Straße 18;97359 Schwarzach a. Main;ES 1615; ;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Städtischer Schlachthof Kulmbach;Am Goldenen Feld 23;95326 Kulmbach;ES 286; ;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Südbayerische Fleischwaren GmbH, Betrieb Ingolstadt;Robert-Bosch-Straße 13;85053 Ingolstadt;BY-EV 103; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Südfleisch Bad Neustadt GmbH;Gartenstraße 7;97616 Bad Neustadt a.d.Saale;ES 1372, EZ 1372; ;;;;;B, C, O, P, S;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Südfleisch GmbH;Zenettistraße 6;80337 München;BY 280, BY EZ 280, BY EZ 280, BY EZ 280; ;;X;X;;;B, C, O, P;;;;;;;;B, P, C, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Südleder GmbH & Co.;Gerberstraße 44;95111 Rehau;BY-G 401; ;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
BY;Trend Meal Food Service GmbH & Co. KG;Klaus-Conrad-Straße 13;92533 Wernberg-Köblitz;;BY 30595;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BY;Unimelt GmbH Fettschmelze;Resenweg 1;97084 Würzburg;EV 11-069 FS; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Verpflegungsdienste Hans Fäßler GmbH;Blütenstraße 43;90765 Fürth;EZ 965; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Vinzenz Murr GmbH;Hofmannstraße 9;81379 München;BY-EZ 891, BY-EV 891;BY 10795;;X;;;;B, O, P;;;;;;;B, P;B, P, A;;mp;;X;;;;;;;;;;;;;;;;;;;;;;Alte Zulassungsnummern BY-EV 891, BY-EZ 891 gültig bis 31.07.2015.;;;;
BY;VION Straubing GmbH;Dresdner Straße 10;94315 Straubing;ES 129, EZ 101; ;;;;;B, C, O, P, S;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;WAIDA Klaus Waigel Import - Export;Lilienthalstraße 13;86343 Königsbrunn;EV 11-132 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Walter Wiedemann GmbH;Proviantbachstraße 3;86153 Augsburg;EV 11-094 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Weber-Wildbret e. K.;Kothmaißling 1;93413 Cham;BY-EW 301; ;;;;;;;;;;;wU, wG, wA, wL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Werthan;Bahnhofstraße 19;83620 Feldkirchen-Westerham;EUZ 33; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Willi Meilinger; ;00000 Ingolstadt;BY-EZ 104; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Anna Wolf - Darmverarbeitungsbetrieb;Untere Sendlbachstraße 4;84051 Essenbach;EV 11-033 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Wolf Nürnberger Bratwurst GmbH;Andernacher Straße 29;90411 Nürnberg;EV 201; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Xaver Abröll GmbH;Bärenseestraße 48;87600 Kaufbeuren;EV 11 059 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Albert Herz GmbH;Schweineberg 18;87527 Ofterschwang;BY 771; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Arla Foods Käsereien GmbH;Kirchdorfer Straße 23-25;86825 Bad Wörishofen;;BY 70657;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;Herstellung von Käse aus Kuhmilch (Hartkäse aus erhitzter Milch, Hartkäse aus Rohmilch); Zerteilen von Käseblöcken;;;;
BY;Allgäuland Käsereien GmbH;Theodor-Aufsbergstraße 10;87527 Sonthofen;BY 710; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpe Hompessen;Katzenhofen 10;87534 Oberstaufen;BY 7129; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpe Lappach II; ;87537 Balderschwang;BY 7135; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Breitegehren; ;87561 Oberstdorf;BY 7102; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Gerstenbrändle; ;87544 Blaichach;BY 7127; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Helmingen; ;87534 Oberstaufen;BY 795; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Höfle; ;87538 Balderschwang;BY 778; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Mittelberg; ;87502 Immenstadt i.Allgäu;BY 797; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Oberbalderschwang; ;87538 Balderschwang;BY 776; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Ochsenberg; ;87547 Missen-Wilhams;BY 7112; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Piesen-Füß'sche; ;87538 Balderschwang;BY 780; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Schlappold; ;87561 Oberstdorf;BY 7103; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Spicherhalde; ;87538 Balderschwang;BY 781; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Unteregg; ;87509 Immenstadt i.Allgäu;BY 789; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Andechser Molkerei Scheitz GmbH;Biomilchstraße 1;82346 Andechs;BY 117, BY 117, BY 117; ;;X;X;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Bayerische Milchindustrie e.G.;Milchhofstraße 3-5;91320 Ebermannstadt;BY 410; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Bayerische Milchindustrie e.G. Landshut, Werk Windsbach;Bahnhofstraße 18;91575 Windsbach;BY 516;BY 50515;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
BY;Bayern Ei Ettling GmbH & Co. KG;Eichendorfer Straße 23;94527 Aholming;BY-EP 204; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BY;Bayern Ei Ettling GmbH & Co. KG;Ettlingermoos 10;94522 Wallersdorf;BY-EP 202; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BY;Bayernland e.G.;Bindlacher Straße 12;95448 Bayreuth;BY 402; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Bayernland e.G.;Amberger Straße 51;95478 Kemnath;BY 308; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Bayernland e.G.;Donaustaufer Straße 87;93059 Regensburg;BY 306; ;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
BY;Bayerische Landes u. Versuchsanstalt für Milchwirtschaft u. Molkerei;Auf dem Bühl 84;87437 Kempten (Allgäu);BY 762; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Bergland Naturkäse GmbH;Hauptstraße 71;88161 Lindenberg i.Allgäu;BY 7125; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Alpsennerei Thalhofer Berg; ;87547 Missen-Wilhams;BY 7137; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Bio-Schaukäserei Wiggensbach GmbH;Kemptener Straße 9;87487 Wiggensbach;BY 7147; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Danone GmbH, Werk Rosenheim;Schönfeldstraße 12;83022 Rosenheim;BY 119; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Dorfkäserei Hubert Stadler;Herrmannsdorf 7;85625 Glonn;;BY 13056;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;Alte Zulassungsnummer gültig bis 31.03.2014;;;;
BY;Edelweiss GmbH & Co. KG;Oberstdorfer Straße 7;87435 Kempten (Allgäu);BY 714; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Engert GmbH, Fisch- und Feinkostgroßhandel;Bayreuther Straße 6;92224 Amberg;BY-EFB 303, BY-EMV 301; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;X;;;;;;;
BY;Familie Ströbel;Hohenroth 4;90619 Trautskirchen;BY 555; ;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
BY;Fischzucht Königssee KG;An der Stangermühle 10-12;83471 Schönau a.Königssee;BY-EFB 121; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;
BY;Fontaine Nahrungsmittel GmbH;Eichendorfstraße 17;89312 Günzburg;;BY 70665;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;frischli Milchwerke GmbH & Co. Huber OHG;Landshuter Straße 105;84307 Eggenfelden;;BY 21111;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O, S;;;;;;;;;;;;;;;;;;
BY;Gebr. Baldauf & Co. - Sennerei Gestratz;Sennereiweg 3;88167 Gestratz;BY 757;BY 70647;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;Für die Verwendung der alten Zulassungsnummer BY 757 EWG wird eine Übergangsfrist bis 31.12.2014 gewährt.;;;;
BY;Gebr. Baldauf & Co.;Großholz 5;88161 Lindenberg i.Allgäu;BY 748; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Geisenhof Krötz;Tiefenbach 13;87527 Sonthofen;BY 7136; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Goldsteig Käsereien Bayerwald GmbH;Molkereistraße 1;94447 Plattling;BY 210; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Gruber Landhandel KG;Kugl 50;94436 Simbach;BY-EP 214; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BY;Hans Voggenthaler;Tittmoninger Straße 5;83301 Traunreut;BY-EFU 115; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Hofmeister Käsewerk GmbH & Co. KG - Abteilung Molkerei und Hartkäserei;Molkereistraße 23;85368 Moosburg a.d.Isar;BY 102;BY 13055;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;Alte Zulassungsnummer gültig bis 31.01.2014.;;;;
BY;Instant Food Simpert Reiter GmbH;Weddingenstraße 2-6;86179 Augsburg;BY 7144, BY 725; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
BY;Intercont Großhandels GmbH;Schleißheimer Straße 87;85748 Garching b.München;BY-EFU 118; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;J.M. Gabler - Saliter GmbH & Co. KG;Kemtener Straße 6-8;87634 Obergünzburg;BY-MBe 715, BY-MVe 715; ;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O, S;;;;;;;;;;;;;;;;;;
BY;Kasendorfer Frischeier Landwirtschaflicher Geflügelhof Kolb GbR;Kirchstraße 2;95359 Kasendorf;BY-EP 405; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
